statement_id,file_name,file_path,line,statement_type,statement_text_or_paraphrase,coverage_mode,v5_compatible,needs_repair
S0317,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,295,sample-grid caveat,Therefore the covering theorem must avoid relying on H-Exc sampled-grid coverage as if it were full-grid coverage.,unclear,True,False
S0318,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,299,row family definition,### Approach 1 — First crossing is defined only on admissible row endpoints,endpoint_or_window,True,False
S0319,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,299,continuous vs discrete statement,### Approach 1 — First crossing is defined only on admissible row endpoints,endpoint_or_window,True,False
S0320,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,301,continuous vs discrete statement,Then the theorem proves an endpoint-discrete envelope statement. A separate bridge must show endpoint control implies full \(x\)-control.,endpoint_or_window,True,False
S0321,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,303,continuous vs discrete statement,### Approach 2 — Continuous theta-envelope coverage,theta_window,True,False
S0322,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,305,continuous vs discrete statement,"If finite/continuous theta-envelope files cover all intermediate \(x\), then this solves the gap.",theta_window,True,False
S0323,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,309,continuous vs discrete statement,"Prove that if a first crossing happens between sampled endpoints, a neighboring sampled/endpoint row detects it.",endpoint_or_window,True,False
S0324,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,315,continuous vs discrete statement,### Candidate 1 — Endpoint-discrete covering,endpoint_or_window,True,False
S0325,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,318,continuous vs discrete statement,\text{first crossing in endpoint process},endpoint_or_window,True,False
S0326,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,323,continuous vs discrete statement,This is easier but only proves a discrete envelope theorem.,unclear,True,False
S0327,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,325,continuous vs discrete statement,### Candidate 2 — Continuous theta-envelope covering,theta_window,True,False
S0328,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,330,row family definition,\text{covered theta row}.,theta_window,True,False
S0329,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,337,continuous vs discrete statement,"Assume continuous theta-envelope coverage, then local stack gives RH-scale bound.",theta_window,True,False
S0330,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,345,sample-grid caveat,Do not silently upgrade sampled-grid H-Exc to full-grid.,unclear,True,False
S0331,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,349,finite-zone rule,Do not treat finite certificates as symbolic theorems.,finite_certificate,True,False
S0332,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,353,boundary case rule,Do not ignore boundary/interior first crossings.,unclear,True,False
S0333,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,353,interior crossing rule,Do not ignore boundary/interior first crossings.,unclear,True,False
S0334,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,371,continuous vs discrete statement,"\text{extract the exact row-covering definitions, boundary handling, finite-zone handling, and sampled/continuous status from existing covering/theta files.}",theta_window,True,False
S0335,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,371,boundary case rule,"\text{extract the exact row-covering definitions, boundary handling, finite-zone handling, and sampled/continuous status from existing covering/theta files.}",theta_window,True,False
S0336,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,377,continuous vs discrete statement,1. Is covering endpoint-discrete or continuous?,endpoint_or_window,True,False
S0337,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,378,continuous vs discrete statement,"2. Does it cover every \(x\), every endpoint, or only sampled rows?",endpoint_or_window,True,False
S0338,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,380,boundary case rule,4. Are boundary cases handled?,unclear,True,False
S0339,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,382,sample-grid caveat,6. Does it depend on H-Exc full-grid control?,unclear,False,True
S0340,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,404,row family definition,Determine whether existing CoveringLocalization / FullFCL / ThetaEnvelope files prove:,theta_window,True,False
S0341,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,406,row family definition,global RH-scale first crossing => covered admissible v5 R2Q/theta row.,theta_window,True,False
S0342,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,409,continuous vs discrete statement,"1. Is covering endpoint-discrete, sampled-grid, or continuous?",endpoint_or_window,True,False
S0343,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,409,sample-grid caveat,"1. Is covering endpoint-discrete, sampled-grid, or continuous?",endpoint_or_window,True,False
S0344,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,410,row family definition,2. What is the row family J?,unclear,True,False
S0345,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,414,boundary case rule,6. Are boundary and interior first crossings handled?,unclear,True,False
S0346,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,414,interior crossing rule,6. Are boundary and interior first crossings handled?,unclear,True,False
S0347,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,416,sample-grid caveat,8. Does any argument rely on full-grid H-Exc?,unclear,False,True
S0348,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,417,failed delta route,9. Does any argument use the failed Q_R2Q > 0.75 => Q_delta_D > 0.75 route?,unclear,False,True
S0349,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,422,row family definition,- FullFCL files,unclear,True,False
S0350,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,441,continuous vs discrete statement,### Outcome A — Continuous covering passes,unclear,True,False
S0351,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,449,continuous vs discrete statement,### Outcome B — Endpoint-discrete only,endpoint_or_window,True,False
S0352,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,454,continuous vs discrete statement,Prime_Mesh_R2Q_DiscreteEndpoint_to_RHScale_Lifting_Proof_Attack_v1.md,endpoint_or_window,True,False
S0353,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,484,row family definition,\text{admissible v5 R2Q/theta row}.,theta_window,True,False
S0354,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,7,coverage theorem,"**Purpose:** State the conditional theorem: if covering localization and threshold relevance are accepted/proven, then the v5 local R2Q obstruction stack implies an RH-scale prime-counting bound.",unclear,True,False
S0355,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,21,coverage theorem,\text{Covering Localization},unclear,True,False
S0356,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,51,row family definition,1. every RH-scale first crossing is covered by an admissible R2Q/theta row;,theta_window,True,False
S0357,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,95,coverage theorem,### Input B — Covering Localization,unclear,True,False
S0358,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,97,row family definition,Every first crossing \(X_0\) determines an admissible v5 local row:,unclear,True,False
S0359,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,101,row family definition,X_0\Rightarrow J_0\in\mathcal J.,unclear,True,False
S0360,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,105,row family definition,This row must lie in the audited/certified R2Q/theta row family or in the finite certificate zone.,theta_window,True,False
S0361,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,105,finite-zone rule,This row must lie in the audited/certified R2Q/theta row family or in the finite certificate zone.,theta_window,True,False
S0362,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,125,continuous vs discrete statement,### Input D — Endpoint sign split,endpoint_or_window,True,False
S0363,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,127,continuous vs discrete statement,The endpoint sign is raw:,endpoint_or_window,True,False
S0364,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,165,finite-zone rule,### Input E — Finite certificate coverage,finite_certificate,True,False
S0365,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,170,finite-zone rule,"P_0=500,000,000",unclear,True,False
S0366,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,173,finite-zone rule,and all named finite exceptions are covered by finite certificates.,finite_certificate,True,False
S0367,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,299,continuous vs discrete statement,The EndpointSign audit supports:,endpoint_or_window,True,False
S0368,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,373,row family definition,3. every first crossing \(X_0\) localizes to an admissible v5 R2Q row \(J_0\);,unclear,True,False
S0369,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,417,coverage theorem,By covering localization:,unclear,True,False
S0370,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,420,row family definition,X_0\Rightarrow J_0\in\mathcal J.,unclear,True,False
S0371,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,475,coverage theorem,This theorem does not independently prove covering localization.,unclear,True,False
S0372,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,479,finite-zone rule,It does not replace finite certificates.,finite_certificate,True,False
S0373,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,481,sample-grid caveat,It does not upgrade H-Exc from sampled-grid to full-grid.,unclear,True,False
S0374,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,507,continuous vs discrete statement,Prime_Mesh_R2Q_EndpointMotion_DirectThresholdSign_Closure_Update_v1.md,endpoint_or_window,True,False
S0375,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,518,row family definition,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,unclear,True,False
S0376,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,529,coverage theorem,### Assumption 1 — Covering Localization,unclear,True,False
S0377,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,534,row family definition,\text{admissible v5 R2Q/theta row}.,theta_window,True,False
S0378,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,557,coverage theorem,"> Conditional on the covering localization and threshold relevance inputs, the v5 local R2Q obstruction stack rules out any RH-scale first crossing. Upper crossings are subthreshold by positive harmlessness; lower crossings are O2/B3/finite safe; neutral rows are empty.",finite_certificate,True,False
S0379,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,577,sample-grid caveat,> H-Exc is full-grid.,unclear,False,True
S0380,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,601,continuous vs discrete statement,If focusing on the classical endpoint:,endpoint_or_window,True,False
S0381,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,611,continuous vs discrete statement,"The v5 local obstruction stack, endpoint sign split, and conditional GlobalBridge architecture are now aligned.",endpoint_or_window,True,False
S0382,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,613,coverage theorem,"The global RH conclusion remains conditional on covering localization, threshold relevance, and exact RH-scale normalization.",unclear,True,False
S0383,Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,33,continuous vs discrete statement,The endpoint sign layer must also use the new upper/lower split:,endpoint_or_window,True,False
S0384,Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,37,upper/lower sign preservation,\text{upper crossings: }E_\theta>0\text{ and subthreshold},theta_window,True,False
S0385,Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,43,upper/lower sign preservation,\text{lower crossings: }E_\theta<0\text{ and O2/B3/finite safe}.,theta_window,True,False
S0386,Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,62,continuous vs discrete statement,\texttt{missing\_endpoint\_sign\_orientation}.,endpoint_or_window,True,False
S0387,Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,65,continuous vs discrete statement,Then the EndpointSign audit resolved that sign gap as:,endpoint_or_window,True,False
S0388,Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,73,coverage theorem,1. covering localization support exists;,unclear,True,False
S0389,Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,75,continuous vs discrete statement,3. endpoint sign orientation is now resolved by upper/lower split;,endpoint_or_window,True,False
S0390,Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,148,continuous vs discrete statement,The EndpointMotion audit found a counterexample to this intermediate implication:,endpoint_or_window,True,False
S0391,Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,172,row family definition,All GlobalBridge / FullFCL / FirstCrossing files should be updated to use direct sign:,unclear,True,False
