statement_id,file_name,file_path,line,statement_type,statement_text_or_paraphrase,scope,v5_compatible,needs_repair
S0240,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,283,threshold relevance definition,"\text{Assuming post-}P_0\text{ continuous window-selection and threshold relevance, v5 local closure implies the RH-scale bound.}",theorem_or_unspecified,True,False
S0241,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,283,continuous/discrete scope statement,"\text{Assuming post-}P_0\text{ continuous window-selection and threshold relevance, v5 local closure implies the RH-scale bound.}",theorem_or_unspecified,True,False
S0242,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,291,continuous/discrete scope statement,This closure does not claim a fully symbolic continuous covering theorem.,theorem_or_unspecified,True,False
S0243,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,299,threshold relevance definition,It does not replace the need for the threshold relevance theorem.,theorem_or_unspecified,True,False
S0244,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,305,certificate result statement,"\text{audited candidate coverage passes completely, while continuous all-}x\text{ selection remains conditional.}",candidate_set,True,False
S0245,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,305,continuous/discrete scope statement,"\text{audited candidate coverage passes completely, while continuous all-}x\text{ selection remains conditional.}",candidate_set,True,False
S0246,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,315,certificate result statement,"> The CoveringLocalization audit closes the audited candidate universe: 1469/1469 candidates are covered, with zero uncovered candidates and zero coverage failures. The coverage mode is theta-window covering with finite continuous certificate support. The remaining analytic condition is the post-\(P_0\) continuous all-\(x\) / window-selection theorem.",candidate_set,True,False
S0247,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,315,continuous/discrete scope statement,"> The CoveringLocalization audit closes the audited candidate universe: 1469/1469 candidates are covered, with zero uncovered candidates and zero coverage failures. The coverage mode is theta-window covering with finite continuous certificate support. The remaining analytic condition is the post-\(P_0\) continuous all-\(x\) / window-selection theorem.",candidate_set,True,False
S0248,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,319,continuous/discrete scope statement,> Continuous global covering is fully proven.,theorem_or_unspecified,True,False
S0249,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,336,certificate result statement,2. Conditional continuous window selection maps that first crossing into the audited theta-window candidate universe.,candidate_set,True,False
S0250,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,336,continuous/discrete scope statement,2. Conditional continuous window selection maps that first crossing into the audited theta-window candidate universe.,candidate_set,True,False
S0251,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,337,certificate result statement,3. The audited candidate universe is fully covered:,candidate_set,True,False
S0252,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,337,continuous/discrete scope statement,3. The audited candidate universe is fully covered:,candidate_set,True,False
S0253,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,341,continuous/discrete scope statement,4. Endpoint sign splits:,theorem_or_unspecified,True,False
S0254,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,345,subthreshold non-obstruction statement,- upper rows are subthreshold;,theorem_or_unspecified,True,False
S0255,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,347,threshold relevance definition,6. If threshold relevance also holds:,theorem_or_unspecified,True,False
S0256,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,349,first-crossing obstruction definition,"\text{first-crossing obstruction}\Rightarrow Q_{\rm R2Q}>0.75,",theorem_or_unspecified,True,False
S0257,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,349,0.75 constant justification,"\text{first-crossing obstruction}\Rightarrow Q_{\rm R2Q}>0.75,",theorem_or_unspecified,True,False
S0258,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,351,first-crossing obstruction definition,then no first-crossing obstruction survives.,theorem_or_unspecified,True,False
S0259,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,361,continuous/discrete scope statement,### A. Post-\(P_0\) continuous all-\(x\) window-selection theorem,theorem_or_unspecified,True,False
S0260,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,366,certificate result statement,\text{audited theta-window candidate}.,candidate_set,True,False
S0261,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,366,continuous/discrete scope statement,\text{audited theta-window candidate}.,candidate_set,True,False
S0262,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,369,threshold relevance definition,### B. Threshold relevance theorem,theorem_or_unspecified,True,False
S0263,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,372,first-crossing obstruction definition,\text{first-crossing obstruction row},theorem_or_unspecified,True,False
S0264,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,374,0.75 constant justification,Q_{\rm R2Q}>0.75.,theorem_or_unspecified,True,False
S0265,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,400,continuous/discrete scope statement,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Proof_Attack_v1.md,theorem_or_unspecified,True,False
S0266,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,407,continuous/discrete scope statement,\text{attack the remaining post-}P_0\text{ continuous all-}x\text{ / window-selection theorem.},theorem_or_unspecified,True,False
S0267,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,422,first-crossing obstruction definition,\text{first-crossing obstruction row},theorem_or_unspecified,True,False
S0268,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,424,0.75 constant justification,Q_{\rm R2Q}>0.75.,theorem_or_unspecified,True,False
S0269,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,432,certificate result statement,CoveringLocalization is closed for the audited candidate set.,candidate_set,True,False
S0270,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,432,continuous/discrete scope statement,CoveringLocalization is closed for the audited candidate set.,candidate_set,True,False
S0271,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,434,continuous/discrete scope statement,It remains conditional as a continuous all-\(x\) theorem.,theorem_or_unspecified,True,False
S0272,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,436,threshold relevance definition,The global RH bridge remains conditional until continuous window-selection and threshold relevance are proven or accepted as formal assumptions.,theorem_or_unspecified,True,False
S0273,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,436,continuous/discrete scope statement,The global RH bridge remains conditional until continuous window-selection and threshold relevance are proven or accepted as formal assumptions.,theorem_or_unspecified,True,False
S0274,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\conceptual\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,6,continuous/discrete scope statement,"**Status:** Consolidated conditional assembly update after H-Exc, EndpointMotion, O2, B3, and NeutralClause closures",theorem_or_unspecified,True,False
S0275,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\conceptual\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,19,certificate result statement,\text{Conditional RH assembly with local row-class obstruction stack closed in the audited/certificate layer.},candidate_set,True,False
S0276,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\conceptual\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,32,continuous/discrete scope statement,2. **EndpointMotion direct threshold sign**,theorem_or_unspecified,True,False
S0277,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\conceptual\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,32,direct threshold sign compatibility,2. **EndpointMotion direct threshold sign**,theorem_or_unspecified,True,False
S0278,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\conceptual\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,34,0.75 constant justification,Q_{\rm R2Q}>0.75\Rightarrow E_\theta<0.,theorem_or_unspecified,True,False
S0279,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\conceptual\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,39,0.75 constant justification,E_\theta>0\Rightarrow Q_{\rm R2Q}\le0.305<0.75.,theorem_or_unspecified,True,False
S0280,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\conceptual\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,44,0.75 constant justification,"E_\theta<0,\quad Q_{\rm R2Q}\le0.75",theorem_or_unspecified,True,False
S0281,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\conceptual\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,60,certificate result statement,in the audited row set.,candidate_set,True,False
S0282,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\conceptual\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,62,certificate result statement,"Together, these close the local row-class obstruction system in the audited Route-A SR11/R2Q stack.",candidate_set,True,False
S0283,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\conceptual\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,92,continuous/discrete scope statement,On the positive endpoint branch:,theorem_or_unspecified,True,False
S0284,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\conceptual\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,107,0.75 constant justification,0.75.,theorem_or_unspecified,True,False
S0285,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\conceptual\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,126,continuous/discrete scope statement,### Class P — Positive endpoint rows,theorem_or_unspecified,True,False
S0286,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\conceptual\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,138,0.75 constant justification,Q_{\rm R2Q}\le0.305<0.75.,theorem_or_unspecified,True,False
S0287,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\conceptual\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,149,0.75 constant justification,Q_{\rm R2Q}>0.75.,theorem_or_unspecified,True,False
S0288,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\conceptual\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,156,0.75 constant justification,Q_{\rm R2Q}>0.75,theorem_or_unspecified,True,False
S0289,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\conceptual\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,166,subthreshold non-obstruction statement,### Class N — Negative subthreshold rows,theorem_or_unspecified,True,False
S0290,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\conceptual\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,171,0.75 constant justification,Q_{\rm R2Q}\le0.75.,theorem_or_unspecified,True,False
S0291,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\conceptual\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,178,0.75 constant justification,"E_\theta<0,\ Q_{\rm R2Q}\le0.75",theorem_or_unspecified,True,False
S0292,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\conceptual\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,184,subthreshold non-obstruction statement,Thus negative subthreshold rows are repaid / non-surviving / finite-certified / numerically neutralized.,theorem_or_unspecified,True,False
S0293,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\conceptual\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,200,certificate result statement,Thus there are no surviving unrepaid accumulation paths in the audited row-level B3 table.,candidate_set,True,False
S0294,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\conceptual\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,224,certificate result statement,Thus there is no neutral leftover case in the audited row set.,candidate_set,True,False
S0295,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\conceptual\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,361,certificate result statement,"W_J>1040,\ h<800, & K_{\rm prime}\le65\text{ by finite sampled-grid certificate.}",theorem_or_unspecified,True,False
S0296,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\conceptual\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,366,certificate result statement,The short-block certificate rows are:,theorem_or_unspecified,True,False
S0297,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\conceptual\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,384,0.75 constant justification,65-K_{\rm prime}=0.7501140883.,theorem_or_unspecified,True,False
S0298,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\conceptual\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,389,continuous/discrete scope statement,## 7. EndpointMotion DirectThresholdSign Closure,theorem_or_unspecified,True,False
S0299,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\conceptual\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,395,0.75 constant justification,Q_{\rm R2Q}>0.75,theorem_or_unspecified,True,False
S0300,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\conceptual\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,404,0.75 constant justification,Q_{\rm R2Q}>0.75,theorem_or_unspecified,True,False
S0301,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\conceptual\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,406,0.75 constant justification,Q_{\Delta D}>0.75,theorem_or_unspecified,True,False
S0302,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\conceptual\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,422,0.75 constant justification,"Q_{\rm R2Q}=0.75685966,",theorem_or_unspecified,True,False
